game_id,game_date,attendance,game_time
0024800180,1949-01-12 00:00:00,,
0024800183,1949-01-12 00:00:00,,
0024800181,1949-01-12 00:00:00,,
0024800184,1949-01-13 00:00:00,,
0024800185,1949-01-14 00:00:00,,
0024800189,1949-01-15 00:00:00,,
0024800188,1949-01-15 00:00:00,,
0024800191,1949-01-15 00:00:00,,
0024800187,1949-01-15 00:00:00,,
0024800190,1949-01-15 00:00:00,,
0024800192,1949-01-16 00:00:00,,
0024800193,1949-01-16 00:00:00,,
0024800194,1949-01-16 00:00:00,,
0024800195,1949-01-17 00:00:00,,
0024800197,1949-01-18 00:00:00,,
0024800198,1949-01-18 00:00:00,,
0024800196,1949-01-18 00:00:00,,
0024800199,1949-01-19 00:00:00,,
0024800200,1949-01-19 00:00:00,,
0024800201,1949-01-20 00:00:00,,
0024800202,1949-01-20 00:00:00,,
0024800203,1949-01-20 00:00:00,,
0024800205,1949-01-20 00:00:00,,
0024800204,1949-01-20 00:00:00,,
0024800206,1949-01-21 00:00:00,,
0024800207,1949-01-22 00:00:00,,
0024800208,1949-01-22 00:00:00,,
0024800209,1949-01-22 00:00:00,,
0024800213,1949-01-23 00:00:00,,
0024800211,1949-01-23 00:00:00,,
0024800215,1949-01-25 00:00:00,,
0024800216,1949-01-25 00:00:00,,
0024800219,1949-01-26 00:00:00,,
0024800220,1949-01-26 00:00:00,,
0024800218,1949-01-26 00:00:00,,
0024800221,1949-01-27 00:00:00,,
0024800222,1949-01-27 00:00:00,,
0024800225,1949-01-28 00:00:00,,
0024800223,1949-01-28 00:00:00,,
0024800224,1949-01-28 00:00:00,,
0024800226,1949-01-29 00:00:00,,
0024800229,1949-01-29 00:00:00,,
0024800227,1949-01-29 00:00:00,,
0024800228,1949-01-29 00:00:00,,
0024800231,1949-01-31 00:00:00,,
0024800232,1949-01-31 00:00:00,,
0024800234,1949-02-01 00:00:00,,
0024800233,1949-02-01 00:00:00,,
0024800235,1949-02-01 00:00:00,,
0024800236,1949-02-02 00:00:00,,
0024800237,1949-02-02 00:00:00,,
0024800238,1949-02-02 00:00:00,,
0024800241,1949-02-03 00:00:00,,
0024800240,1949-02-03 00:00:00,,
0024800239,1949-02-03 00:00:00,,
0024800242,1949-02-03 00:00:00,,
0024800243,1949-02-04 00:00:00,,
0024800244,1949-02-05 00:00:00,,
0024800245,1949-02-05 00:00:00,,
0024800250,1949-02-06 00:00:00,,
0024800251,1949-02-06 00:00:00,,
0024800249,1949-02-06 00:00:00,,
0024800252,1949-02-07 00:00:00,,
0024800253,1949-02-07 00:00:00,,
0024800254,1949-02-08 00:00:00,,
0024800256,1949-02-08 00:00:00,,
0024800259,1949-02-09 00:00:00,,
0024800258,1949-02-09 00:00:00,,
0024800257,1949-02-09 00:00:00,,
